time,latitude,longitude,CRW_DHW,CRW_SST
UTC,degrees_north,degrees_east,Celsius weeks,Celsius
2021-02-24T12:00:00Z,17.975,-67.075,0.0,26.51
2021-03-27T12:00:00Z,17.975,-67.075,0.0,26.92
2021-04-27T12:00:00Z,17.975,-67.075,0.0,27.44
2021-05-28T12:00:00Z,17.975,-67.075,0.0,28.310000000000002
2021-06-28T12:00:00Z,17.975,-67.075,0.0,28.34
2021-07-29T12:00:00Z,17.975,-67.075,0.0,29.060000000000002
2021-08-29T12:00:00Z,17.975,-67.075,0.0,28.88
2021-09-29T12:00:00Z,17.975,-67.075,2.2600000000000002,30.32
2021-10-30T12:00:00Z,17.975,-67.075,3.85,29.36
2021-11-30T12:00:00Z,17.975,-67.075,3.85,28.42
2021-12-31T12:00:00Z,17.975,-67.075,0.79,27.27
2022-01-31T12:00:00Z,17.975,-67.075,0.0,26.900000000000002
2022-03-03T12:00:00Z,17.975,-67.075,0.0,27.080000000000002
